"","ID","Item","Prime","Training","Completion","X","X.1","subj","item","cond","resp","respcode","condcode"
"382",769,24,0,0,0,NA,NA,769,24,"PO","PO",0,-0.5
"383",769,25,0,0,0,NA,NA,769,25,"PO","PO",0,-0.5
"384",770,21,0,0,1,NA,NA,770,21,"PO","DO",1,-0.5
"385",770,22,0,0,1,NA,NA,770,22,"PO","DO",1,-0.5
"386",770,24,0,0,1,NA,NA,770,24,"PO","DO",1,-0.5
"387",770,23,0,0,0,NA,NA,770,23,"PO","PO",0,-0.5
"388",770,26,0,0,0,NA,NA,770,26,"PO","PO",0,-0.5
"389",771,21,0,0,0,NA,NA,771,21,"PO","PO",0,-0.5
"390",771,22,0,0,0,NA,NA,771,22,"PO","PO",0,-0.5
"391",771,23,0,0,0,NA,NA,771,23,"PO","PO",0,-0.5
"392",771,24,0,0,0,NA,NA,771,24,"PO","PO",0,-0.5
"393",771,25,0,0,0,NA,NA,771,25,"PO","PO",0,-0.5
"394",771,26,0,0,0,NA,NA,771,26,"PO","PO",0,-0.5
"395",772,21,0,0,0,NA,NA,772,21,"PO","PO",0,-0.5
"396",772,23,0,0,0,NA,NA,772,23,"PO","PO",0,-0.5
"397",772,24,0,0,0,NA,NA,772,24,"PO","PO",0,-0.5
"398",772,25,0,0,0,NA,NA,772,25,"PO","PO",0,-0.5
"399",772,26,0,0,0,NA,NA,772,26,"PO","PO",0,-0.5
"400",773,24,0,0,1,NA,NA,773,24,"PO","DO",1,-0.5
"401",773,21,0,0,0,NA,NA,773,21,"PO","PO",0,-0.5
"402",773,23,0,0,0,NA,NA,773,23,"PO","PO",0,-0.5
"403",773,25,0,0,0,NA,NA,773,25,"PO","PO",0,-0.5
"404",774,24,0,0,1,NA,NA,774,24,"PO","DO",1,-0.5
"405",774,22,0,0,0,NA,NA,774,22,"PO","PO",0,-0.5
"406",774,25,0,0,0,NA,NA,774,25,"PO","PO",0,-0.5
"407",775,22,0,0,1,NA,NA,775,22,"PO","DO",1,-0.5
"408",775,24,0,0,1,NA,NA,775,24,"PO","DO",1,-0.5
"409",775,21,0,0,0,NA,NA,775,21,"PO","PO",0,-0.5
"410",775,25,0,0,0,NA,NA,775,25,"PO","PO",0,-0.5
"411",775,26,0,0,0,NA,NA,775,26,"PO","PO",0,-0.5
"412",777,21,0,0,0,NA,NA,777,21,"PO","PO",0,-0.5
"413",777,22,0,0,0,NA,NA,777,22,"PO","PO",0,-0.5
"414",777,23,0,0,0,NA,NA,777,23,"PO","PO",0,-0.5
"415",777,24,0,0,0,NA,NA,777,24,"PO","PO",0,-0.5
"416",777,25,0,0,0,NA,NA,777,25,"PO","PO",0,-0.5
"417",777,26,0,0,0,NA,NA,777,26,"PO","PO",0,-0.5
"418",778,21,0,0,0,NA,NA,778,21,"PO","PO",0,-0.5
"419",778,22,0,0,0,NA,NA,778,22,"PO","PO",0,-0.5
"420",778,23,0,0,0,NA,NA,778,23,"PO","PO",0,-0.5
"421",778,24,0,0,0,NA,NA,778,24,"PO","PO",0,-0.5
"422",778,25,0,0,0,NA,NA,778,25,"PO","PO",0,-0.5
"423",778,26,0,0,0,NA,NA,778,26,"PO","PO",0,-0.5
"424",780,21,0,0,1,NA,NA,780,21,"PO","DO",1,-0.5
"425",780,22,0,0,1,NA,NA,780,22,"PO","DO",1,-0.5
"426",780,23,0,0,1,NA,NA,780,23,"PO","DO",1,-0.5
"427",780,25,0,0,1,NA,NA,780,25,"PO","DO",1,-0.5
"428",780,24,0,0,0,NA,NA,780,24,"PO","PO",0,-0.5
"429",780,26,0,0,0,NA,NA,780,26,"PO","PO",0,-0.5
