time,subject,controller,element,group,dat,item,prime,completion,code,type,condition,target_verb,other_verb,exp
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,16,The farmer lent the carpenter,some wool,D,prime,DO-same,lend,mail,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,47,The baseball player showed the umpire,the ball that he suspected was defective,D,prime,DO-same,show,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,11,The bartender handed the server,the beers.,D,prime,DO-same,hand,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,9,The efficient secretary handed the grumpy businessman,the bill for goods and services.,D,prime,DO-same,hand,send,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,39,The librarian sent the student,the books requested,D,prime,DO-same,send,hand,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,38,The dentist sent the insurance company,the claim for his patient's root canal.,D,prime,DO-same,send,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,10,The CEO handed the receptionist,the files.,D,prime,DO-same,hand,mail,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,38,The dentist sent the insurance company,the large bill,D,prime,DO-same,send,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,14,The retiree lent the neighbor,the lawn mower,D,prime,DO-same,lend,sell,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,45,The lifeguard showed the surfer,the moves,D,prime,DO-same,show,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,40,The photographer sent the editor,the photos before the deadline.,D,prime,DO-same,send,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,25,The architect mailed the cheerful engineer,the plans for the building.,D,prime,DO-same,mail,lend,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,30,The historian mailed the princess,the requested records.,D,prime,DO-same,mail,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,46,The nurse showed the doctor,the results from the test,D,prime,DO-same,show,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,27,The intern mailed the manager,the resumes for review.,D,prime,DO-same,mail,hand,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,44,The youngster showed the kind babysitter,their appreciation,D,prime,DO-same,show,sell,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,41,The contractor sent the agent,their bill,D,prime,DO-same,send,offer,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,42,The researcher sent the experienced surgeon,their findings,D,prime,DO-same,send,lend,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,47,The baseball player showed the umpire,their frustration,D,prime,DO-same,show,lend,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,48,The enthusiastic child showed the young friend,their painting,D,prime,DO-same,show,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,31,The professor sold the lecturer,time,D,prime,DO-same,sell,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,21,The swimmer offered the visitor,to come in the pool,O,prime,DO-same,offer,hand,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,43,The racing driver showed the helpful mechanic,to their locker,O,prime,DO-same,show,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,28,The company mailed the eager athlete,was wrong,O,prime,DO-same,mail,send,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,33,The spy sold the foreign diplomat,was wrong,O,prime,DO-same,sell,hand,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,43,The racing driver showed the helpful mechanic,where the part was located on the ground.,O,prime,DO-same,show,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,32,The store owner sold the tall customer,wrong,O,prime,DO-same,sell,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,7,The grandmother gave the big present,a bow and a nametag,D,prime,PO-diff,hand,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,19,The woman gave the rusty bike,a nice polishing.,D,prime,PO-diff,offer,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,as fun,O,prime,PO-diff,show,sell,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,48,The enthusiastic child mailed the colorful envelope,at will,O,prime,PO-diff,show,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,18,The cheerleader gave the skirt,away.,O,prime,PO-diff,lend,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,32,The store owner offered the blue dress,for free.,O,prime,PO-diff,sell,offer,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,39,The librarian handed the reminder,for money,O,prime,PO-diff,send,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,30,The historian offered the manuscript,for sale,O,prime,PO-diff,mail,offer,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,47,The baseball player lent the ball,gold,D,prime,PO-diff,show,lend,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,41,The contractor offered the blueprints,gold,D,prime,PO-diff,send,offer,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,45,The lifeguard offered the lifebelt,gold,D,prime,PO-diff,show,offer,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,46,The nurse sent the x-ray,gold,D,prime,PO-diff,show,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,16,The farmer mailed the spare key,home,O,prime,PO-diff,lend,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,22,The dancer sent the necklace,home.,O,prime,PO-diff,offer,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,24,The millionaire showed the valuable painting,in a viewing.,O,prime,PO-diff,offer,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,15,The builder handed the drill,like a professional.,O,prime,PO-diff,lend,hand,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,38,The dentist mailed the insurance claim,money,D,prime,PO-diff,send,mail,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,10,The CEO mailed the package,onward,D,prime,PO-diff,hand,mail,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,5,The biologist lent the article,their editing,D,prime,PO-diff,give,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,32,The store owner offered the blue dress,to a beautiful woman,P,prime,PO-diff,sell,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,17,The fashion designer sent the pink jacket,to a friend.,P,prime,PO-diff,lend,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,31,The professor lent the book,to a student.,P,prime,PO-diff,sell,lend,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,42,The researcher lent the detailed report,to candy,P,prime,PO-diff,send,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,13,The teenager showed the map,to everyone.,P,prime,PO-diff,lend,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to everyone.,P,prime,PO-diff,show,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,27,The intern handed the invoice,to her boss.,P,prime,PO-diff,mail,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,18,The cheerleader gave the skirt,to her boyfriend as a parting gift.,P,prime,PO-diff,lend,give,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,7,The grandmother gave the big present,to her family,P,prime,PO-diff,hand,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,21,The swimmer handed the towel,to her friend.,P,prime,PO-diff,offer,hand,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,37,The disgruntled employee showed the long letter,to him,P,prime,PO-diff,send,show,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,40,The photographer sold the prints,to him,P,prime,PO-diff,send,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,42,The researcher lent the detailed report,to his colleague.,P,prime,PO-diff,send,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,29,The rockstar gave the last ticket,to his daughter.,P,prime,PO-diff,mail,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,34,The entrepreneur showed the gadgets,to his friends.,P,prime,PO-diff,sell,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,21,The swimmer handed the towel,to his girlfriend to dry off.,P,prime,PO-diff,offer,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,33,The spy handed the stolen documents,to his leader.,P,prime,PO-diff,sell,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to his mom.,P,prime,PO-diff,show,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,43,The racing driver gave the torn overalls,to his wife.,P,prime,PO-diff,show,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,34,The entrepreneur showed the gadgets,to it's customers,P,prime,PO-diff,sell,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,28,The company sent the detailed questionnaire,to its analysts.,P,prime,PO-diff,mail,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,47,The baseball player lent the ball,to one of the other players.,P,prime,PO-diff,show,lend,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,48,The enthusiastic child mailed the colorful envelope,to Santa.,P,prime,PO-diff,show,mail,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,41,The contractor offered the blueprints,to the architect.,P,prime,PO-diff,send,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,26,The senator showed the photos,to the artist,P,prime,PO-diff,mail,show,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,4,The mother showed the expensive toy,to the baby boy.,P,prime,PO-diff,give,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,25,The architect lent the latest plans,to the builder.,P,prime,PO-diff,mail,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,19,The woman gave the rusty bike,to the child,P,prime,PO-diff,offer,give,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,45,The lifeguard offered the lifebelt,to the child.,P,prime,PO-diff,show,offer,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,12,The banker lent the cash,to the client,P,prime,PO-diff,hand,lend,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,8,The hostess sold the dessert,to the client,P,prime,PO-diff,hand,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,25,The architect lent the latest plans,to the company,P,prime,PO-diff,mail,lend,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,38,The dentist mailed the insurance claim,to the company.,P,prime,PO-diff,send,mail,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,8,The hostess sold the dessert,to the couple celebrating their anniversary.,P,prime,PO-diff,hand,sell,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,10,The CEO mailed the package,to the customer,P,prime,PO-diff,hand,mail,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,9,The efficient secretary sent the long fax,to the customer,P,prime,PO-diff,hand,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,35,The grocer gave the strawberries,to the customers,P,prime,PO-diff,sell,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,27,The intern handed the invoice,to the department,P,prime,PO-diff,mail,hand,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,12,The banker lent the cash,to the desperate homeowner,P,prime,PO-diff,hand,lend,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,46,The nurse sent the x-ray,to the doctor.,P,prime,PO-diff,show,send,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,6,The groomer sold the shampoo,to the dog owner,P,prime,PO-diff,give,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,26,The senator showed the photos,to the editor.,P,prime,PO-diff,mail,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,20,The car salesman sold the minivan,to the family of 4.,P,prime,PO-diff,offer,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,29,The rockstar gave the last ticket,to the fan,P,prime,PO-diff,mail,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,14,The retiree sold the lawnmower,to the frugal shopper.,P,prime,PO-diff,lend,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,40,The photographer sold the prints,to the gallery.,P,prime,PO-diff,send,sell,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,3,The florist mailed the huge bouquet,to the grieving mother who had just lost a child,P,prime,PO-diff,give,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,36,The baker sent the expensive cake,to the happy couple.,P,prime,PO-diff,sell,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,23,The blogger mailed the money,to the IRS to pay his taxes.,P,prime,PO-diff,offer,mail,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,5,The biologist lent the article,to the lab technician.,P,prime,PO-diff,give,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,16,The farmer mailed the spare key,to the landlord.,P,prime,PO-diff,lend,mail,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,11,The bartender offered the cocktail,to the lonely-looking woman.,P,prime,PO-diff,hand,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,13,The teenager showed the map,to the lucky treasurr.,P,prime,PO-diff,lend,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,15,The builder handed the drill,to the man,P,prime,PO-diff,lend,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,17,The fashion designer sent the pink jacket,to the model to try on.,P,prime,PO-diff,lend,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,24,The millionaire showed the valuable painting,to the people.,P,prime,PO-diff,offer,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,33,The spy handed the stolen documents,to the president,P,prime,PO-diff,sell,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,30,The historian offered the manuscript,to the publisher.,P,prime,PO-diff,mail,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,2,The captain offered the spare lifejacket,to the sailor on the ship,P,prime,PO-diff,give,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,1,The driving instructor handed the certificate,to the student,P,prime,PO-diff,give,hand,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,39,The librarian handed the reminder,to the student.,P,prime,PO-diff,send,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,22,The dancer sent the necklace,to the super fan.,P,prime,PO-diff,offer,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,31,The professor lent the book,to the teacher,P,prime,PO-diff,sell,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,20,The car salesman sold the minivan,to the villian.,P,prime,PO-diff,offer,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,36,The baker sent the expensive cake,to the wedding,P,prime,PO-diff,sell,send,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,6,The groomer sold the shampoo,to the woman,P,prime,PO-diff,give,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,35,The grocer gave the strawberries,to the woman.,P,prime,PO-diff,sell,give,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,9,The efficient secretary sent the long fax,to their boss,P,prime,PO-diff,hand,send,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,4,The mother showed the expensive toy,to their child,P,prime,PO-diff,give,show,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,11,The bartender offered the cocktail,to their client,P,prime,PO-diff,hand,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,28,The company sent the detailed questionnaire,to their clients,P,prime,PO-diff,mail,send,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,3,The florist mailed the huge bouquet,to their friend,P,prime,PO-diff,give,mail,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,37,The disgruntled employee showed the long letter,to their girlfriend.,P,prime,PO-diff,send,show,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to their mother.,P,prime,PO-diff,show,sell,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,1,The driving instructor handed the certificate,to their student,P,prime,PO-diff,give,hand,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,2,The captain offered the spare lifejacket,to their wife,P,prime,PO-diff,give,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,14,The retiree sold the lawnmower,today,O,prime,PO-diff,lend,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,23,The blogger mailed the money,today.,O,prime,PO-diff,offer,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,43,The racing driver gave the torn overalls,with gold,O,prime,PO-diff,show,give,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,22,The dancer offered the necklace/the magician,a dance.,D,prime,PO-same,offer,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,5,The biologist gave the article,a good review,D,prime,PO-same,give,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,5,The biologist gave the article,a good review.,D,prime,PO-same,give,lend,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,17,The fashion designer lent the pink jacket,a gun,D,prime,PO-same,lend,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,6,The groomer gave the shampoo,a hard look.,D,prime,PO-same,give,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,9,The efficient secretary handed the long fax,a letter,D,prime,PO-same,hand,send,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,31,The professor sold the book,as a pdf,O,prime,PO-same,sell,lend,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,23,The blogger offered the money,as a prize to his readers.,P,prime,PO-same,offer,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,as fun,O,prime,PO-same,show,sell,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,23,The blogger offered the money,as money,O,prime,PO-same,offer,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,19,The woman offered the rusty bike,candy,D,prime,PO-same,offer,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,37,The disgruntled employee sent the long letter,demanding change at the company.,O,prime,PO-same,send,show,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,32,The store owner sold the blue dress,for a lot of money,O,prime,PO-same,sell,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,31,The professor sold the book,for well under what it was worth.,O,prime,PO-same,sell,lend,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,26,The senator mailed the photos,from their personal email,O,prime,PO-same,mail,show,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,20,The car salesman offered the minivan,gold,O,prime,PO-same,offer,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,41,The contractor sent the blueprints,home,O,prime,PO-same,send,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,40,The photographer sent the prints,home,O,prime,PO-same,send,sell,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,22,The dancer offered the necklace/the magician,money,D,prime,PO-same,offer,send,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,16,The farmer lent the spare key,money,D,prime,PO-same,lend,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,21,The swimmer offered the towel,money,D,prime,PO-same,offer,hand,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,33,The spy sold the stolen documents,on the black market for a considerable amount of money.,O,prime,PO-same,sell,hand,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,34,The entrepreneur sold the gadgets,online,O,prime,PO-same,sell,show,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,30,The historian mailed the manuscript,onward,O,prime,PO-same,mail,offer,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,25,The architect mailed the latest plans,onward to their boss,P,prime,PO-same,mail,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,12,The banker handed the cash,right over,U,prime,PO-same,hand,lend,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,14,The retiree lent the lawnmower,that was loud,O,prime,PO-same,lend,sell,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,15,The builder lent the drill,time,D,prime,PO-same,lend,hand,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,18,The cheerleader lent the skirt,time,D,prime,PO-same,lend,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,13,The teenager lent the map,time,D,prime,PO-same,lend,show,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,36,The baker sold the expensive cake,to a client,P,prime,PO-same,sell,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,24,The millionaire offered the valuable painting,to a museum.,P,prime,PO-same,offer,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,48,The enthusiastic child showed the colorful envelope,to everyone,P,prime,PO-same,show,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to everyone.,P,prime,PO-same,show,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,9,The efficient secretary handed the long fax,to her boss.,P,prime,PO-same,hand,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,18,The cheerleader lent the skirt,to her friend.,P,prime,PO-same,lend,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,7,The grandmother handed the big present,to her grandchild.,P,prime,PO-same,hand,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,4,The mother gave the expensive toy,to her son.,P,prime,PO-same,give,show,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,19,The woman offered the rusty bike,to her son.,P,prime,PO-same,offer,give,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,17,The fashion designer lent the pink jacket,to his favorite model.,P,prime,PO-same,lend,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,20,The car salesman offered the minivan,to his friend.,P,prime,PO-same,offer,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,13,The teenager lent the map,to his friend.,P,prime,PO-same,lend,show,exp1
