time,subject,controller,element,group,dat,item,prime,completion,type,condition,target_verb,other_verb,exp
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,12,The scientist handed,over the projects,target,target,hand,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,37,The disgruntled employee showed the managing director,anger,prime,DO-diff,send,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,37,The famous novelist sent,love,target,target,send,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,27,The intern handed the invoice,to the department,prime,PO-diff,mail,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,27,The boyfriend mailed,the birthday card,target,target,mail,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,14,The retiree lent the neighbor,the lawn mower,prime,DO-same,lend,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,14,The actor lent,the cell phone,target,target,lend,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,18,The cheerleader lent the skater,her skates,prime,DO-same,lend,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,18,The gambler lent,money,target,target,lend,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,20,The car salesman offered the couple,a discount,prime,DO-same,offer,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,20,The forest ranger offered,help,target,target,offer,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,34,The entrepreneur showed the gadgets,to it's customers,prime,PO-diff,sell,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,34,The economist sold,stocks,target,target,sell,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,26,The senator showed the governor,how to best do his job.,prime,DO-diff,mail,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,26,The lonely sailor mailed,his wife a love letter.,target,target,mail,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,4,The mother gave the hungry baby,a bottle of warm milk.,prime,DO-same,give,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,4,The sculptor gave,a speech on his great work.,target,target,give,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,19,The woman gave the rusty bike,a nice polishing.,prime,PO-diff,offer,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,19,The wrestler offered,a truce to his biggest archenemy.,target,target,offer,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,39,The librarian sent the reminder,to the person with a late book.,prime,PO-same,send,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,39,The thoughtful graddaughter sent,her grandma a birthday card.,target,target,send,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,12,The banker handed the customer,an envelope full of money.,prime,DO-same,hand,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,12,The scientist handed,the dangerous chemical mixture to his colleague.,target,target,hand,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,5,The biologist gave the chemist,her research papers.,prime,DO-same,give,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,5,The violinist gave,the performance of a lifetime.,target,target,give,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,27,The intern handed the manager,the store keys.,prime,DO-diff,mail,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,27,The boyfriend mailed,the love letter.,target,target,mail,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,16,The farmer mailed the spare key,to the landlord.,prime,PO-diff,lend,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,16,The coastguard lent,his safety jacket to the girl.,target,target,lend,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,33,The spy handed the foreign diplomat,a secret flash drive.,prime,DO-diff,sell,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,33,The programmer sold,the virus code to the Russians.,target,target,sell,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,46,The nurse showed the x-ray,to the injured patient.,prime,PO-same,show,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,46,The jeweller showed,all the diamond rings.,target,target,show,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,24,The millionaire showed the valuable painting,in a viewing.,prime,PO-diff,offer,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,24,The explorer offered,a reward to those who found the treasure.,target,target,offer,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,47,The baseball player showed the ball,to the fans.,prime,PO-same,show,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,47,The poet showed,his library of poems to the world.,target,target,show,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,41,The contractor sent the blueprints,to the buyer.,prime,PO-same,send,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,41,The wizard sent,a scroll of spells to the witch.,target,target,send,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,22,The dancer sent the necklace,to the super fan.,prime,PO-diff,offer,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,22,The motorist offered,advice on staying safe abroad.,target,target,offer,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,31,The professor lent the lecturer,a laptop computer.,prime,DO-diff,sell,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,31,The shopkeeper sold,all his rare coins.,target,target,sell,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,20,The car salesman sold the minivan,to the family of 4.,prime,PO-diff,offer,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,20,The forest ranger offered,advice on how to explore the trail.,target,target,offer,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,48,The enthusiastic child showed the colorful envelope,to his parents.,prime,PO-same,show,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,48,The gardener showed,his prized petunias to the enthusiasts.,target,target,show,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,8,The hostess handed the guests,in a quick and kind manner.,prime,DO-same,hand,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,8,The newsagent handed,the dvd of the news story to the manager.,target,target,hand,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,32,The store owner offered the tall customer,a top hat.,prime,DO-diff,sell,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,32,The bodyguard sold,bullet proof vests.,target,target,sell,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,45,The lifeguard showed the lifebelt,to the children at the beach.,prime,PO-same,show,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,45,The inventor showed,off his new microwave.,target,target,show,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,10,The CEO handed the receptionist,an address book.,prime,DO-same,hand,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,10,The chef handed,the patrons their steak dinners.,target,target,hand,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,38,The dentist sent the insurance claim,to the dental insurance company.,prime,PO-same,send,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,38,The cowboy sent,the Indians running into the distance.,target,target,send,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,6,The groomer gave the client,a coupon on a free haircut.,prime,DO-same,give,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,6,The therapist gave,some sound advice to the girl.,target,target,give,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,23,The blogger mailed the money,to the IRS to pay his taxes.,prime,PO-diff,offer,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,23,The runner offered,a reward for finding his keys.,target,target,offer,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,29,The rockstar gave the young fan,an autograph.,prime,DO-diff,mail,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,29,The volunteer mailed,in the letters he wrote for the charity.,target,target,mail,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,1,The driving instructor gave the learner,a life lesson in safe driving.,prime,DO-same,give,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,1,The consultant gave,us some great advice.,target,target,give,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,17,The fashion designer sent the pink jacket,to the model to try on.,prime,PO-diff,lend,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,17,The comedian lent,his microphone to his friend.,target,target,lend,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,21,The swimmer handed the towel,to his girlfriend to dry off.,prime,PO-diff,offer,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,21,The draftsman offered,his services to those in need.,target,target,offer,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,35,The grocer gave the family,one free loaf of bread.,prime,DO-diff,sell,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,35,The tutor sold,his services cheaply.,target,target,sell,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,15,The builder handed the drill,like a professional.,prime,PO-diff,lend,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,15,The hairdresser lent,her comb to the little girl.,target,target,lend,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,42,The researcher sent the detailed report,to the manager.,prime,PO-same,send,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,42,The man sent,an email to his wife explaining why he wanted a divorce.,target,target,send,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,18,The cheerleader gave the skirt,to her boyfriend as a parting gift.,prime,PO-diff,lend,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,18,The gambler lent,his lucky shoes to the downtrodden man,target,target,lend,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,34,The entrepreneur showed the landscapers,how he wanted his shrubs.,prime,DO-diff,sell,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,34,The economist sold,lots of instructional guides in investing.,target,target,sell,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,43,The racing driver showed the torn overalls,to the news media.,prime,PO-same,show,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,43,The patient showed,off his new scar from surgery.,target,target,show,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,25,The architect lent the cheerful engineer,his ruler.,prime,DO-diff,mail,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,25,The teacher mailed,the report cards out to parents.,target,target,mail,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,11,The bartender handed the server,the beers.,prime,DO-same,hand,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,11,The postal worker handed,the mail to the homeowner,target,target,hand,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,14,The retiree sold the lawnmower,to the frugal shopper.,prime,PO-diff,lend,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,14,The actor lent,his scripts to the young playwriter.,target,target,lend,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,40,The photographer sent the prints,to the customers.,prime,PO-same,send,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,40,The plumber sent,the bill to the home owner.,target,target,send,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,7,The grandmother handed the happy bride,her wedding photos.,prime,DO-same,hand,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,7,The tennis fan handed,his team a victory.,target,target,hand,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,9,The efficient secretary handed the grumpy businessman,the bill for goods and services.,prime,DO-same,hand,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,9,The little girl handed,her dad a balloon.,target,target,hand,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to his mom.,prime,PO-same,show,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to his mom.,prime,PO-diff,show,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,44,The private detective showed,the client the results of his investigation.,target,target,show,sell,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,3,The florist gave the startled butler,a scare.,prime,DO-same,give,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,3,The pharmacist gave,nancy the pills she requested.,target,target,give,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,36,The baker sent the celebrity,his world famous pie.,prime,DO-diff,sell,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,36,The pilot sold,pictures of his stunts.,target,target,sell,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,13,The teenager showed the map,to the lucky treasurr.,prime,PO-diff,lend,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,13,The writer lent,me his pen.,target,target,lend,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,37,The disgruntled employee sent the long letter,demanding change at the company.,prime,PO-same,send,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,37,The famous novelist sent,autographed copies of his book to fans.,target,target,send,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,30,The historian offered the princess,a look at her legacy.,prime,DO-diff,mail,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,30,The electrician mailed,the replacement part to the client.,target,target,mail,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,2,The captain gave the toddler,a cool hat,prime,DO-same,give,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,2,The bus driver gave,everyone a tour of the city.,target,target,give,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,28,The company sent the eager athlete,his new uniform.,prime,DO-diff,mail,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,28,The father,was proud of his son's accomplishment.,target,target,mail,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,21,The swimmer handed the towel,to her friend.,prime,PO-diff,offer,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,21,The draftsman offered,a deal.,target,target,offer,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,19,The woman gave the rusty bike,to the child,prime,PO-diff,offer,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,19,The wrestler offered,a deal.,target,target,offer,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,6,The groomer gave the client,money.,prime,DO-same,give,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,6,The therapist gave,towels.,target,target,give,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,39,The librarian sent the reminder,to the school.,prime,PO-same,send,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,39,The thoughtful graddaughter sent,a gift.,target,target,send,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,25,The architect lent the cheerful engineer,a new tool.,prime,DO-diff,mail,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,25,The teacher mailed,the books,target,target,mail,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,47,The baseball player showed the ball,to his wife.,prime,PO-same,show,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,47,The poet showed,her trophies.,target,target,show,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,43,The racing driver showed the torn overalls,to the people.,prime,PO-same,show,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,43,The patient showed,his wound.,target,target,show,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,20,The car salesman sold the minivan,to the villian.,prime,PO-diff,offer,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,20,The forest ranger offered,assistance.,target,target,offer,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to everyone.,prime,PO-same,show,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,44,The youngster showed the drawing,to everyone.,prime,PO-diff,show,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,44,The private detective showed,the evidence.,target,target,show,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,35,The grocer gave the family,money.,prime,DO-diff,sell,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,35,The tutor sold,books.,target,target,sell,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,9,The efficient secretary handed the grumpy businessman,a drink.,prime,DO-same,hand,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,9,The little girl handed,a flower.,target,target,hand,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,30,The historian offered the princess,money.,prime,DO-diff,mail,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,30,The electrician mailed,the form.,target,target,mail,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,23,The blogger mailed the money,today.,prime,PO-diff,offer,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,23,The runner offered,money.,target,target,offer,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,27,The intern handed the manager,food.,prime,DO-diff,mail,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,27,The boyfriend mailed,her check,target,target,mail,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,3,The florist gave the startled butler,a kiss,prime,DO-same,give,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,3,The pharmacist gave,the medication.,target,target,give,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,5,The biologist gave the chemist,cash.,prime,DO-same,give,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,5,The violinist gave,a hug,target,target,give,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,32,The store owner offered the tall customer,a drink,prime,DO-diff,sell,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,32,The bodyguard sold,fans,target,target,sell,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,2,The captain gave the toddler,a bottle.,prime,DO-same,give,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,2,The bus driver gave,directions.,target,target,give,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,29,The rockstar gave the young fan,a guitar.,prime,DO-diff,mail,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,29,The volunteer mailed,a gift.,target,target,mail,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,31,The professor lent the lecturer,a pen.,prime,DO-diff,sell,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,31,The shopkeeper sold,the music.,target,target,sell,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,15,The builder handed the drill,to the man,prime,PO-diff,lend,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,15,The hairdresser lent,a dress,target,target,lend,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,24,The millionaire showed the valuable painting,to the people.,prime,PO-diff,offer,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,24,The explorer offered,cash.,target,target,offer,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,37,The disgruntled employee sent the long letter,upstairs.,prime,PO-same,send,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,37,The famous novelist sent,money.,target,target,send,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,26,The senator showed the governor,the house.,prime,DO-diff,mail,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,26,The lonely sailor mailed,a picture.,target,target,mail,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,38,The dentist sent the insurance claim,to the house,prime,PO-same,send,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,38,The cowboy sent,money,target,target,send,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,18,The cheerleader gave the skirt,away.,prime,PO-diff,lend,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,18,The gambler lent,money,target,target,lend,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,17,The fashion designer sent the pink jacket,to a friend.,prime,PO-diff,lend,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,17,The comedian lent,Money,target,target,lend,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,45,The lifeguard showed the lifebelt,to his friends,prime,PO-same,show,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,45,The inventor showed,the toy,target,target,show,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,4,The mother gave the hungry baby,a bottle.,prime,DO-same,give,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,4,The sculptor gave,money.,target,target,give,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,28,The company sent the eager athlete,money,prime,DO-diff,mail,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,28,The father,visited his wife,target,target,mail,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,33,The spy handed the foreign diplomat,money.,prime,DO-diff,sell,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,33,The programmer sold,his car,target,target,sell,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,40,The photographer sent the prints,home,prime,PO-same,send,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,40,The plumber sent,money,target,target,send,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,16,The farmer mailed the spare key,home,prime,PO-diff,lend,mail,exp1
