time,subject,controller,item,element,item_type,group,prime,completion,type,condition,exp
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,173,0,prime36,NULL,The villager welcomed the arrival of the travellers which was,from new york,target,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,were fromengland,target,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,there earlier,target,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,106,0,target2,NULL,The staff cleaned the stage of the performers that,made a mess,target,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,153,0,prime26,NULL,Raquel recorded the seminar of the mentors which was,nice,target,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,came yesterday,target,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,183,0,prime41,NULL,The superstar boarded the yacht of the partygoers which was,nice,target,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,184,0,target41,NULL,The teenager enjoyed the reunion of the relatives that,came here yesterday,target,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,137,0,prime18,NULL,Amara observed the rehearsal of the actors who were,talented,target,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,made a mess,target,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,nice,target,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,188,0,target43,NULL,The technician consulted the programmers of the code that,didnt work,target,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,from europe,target,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,was performed,target,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,lost,target,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,148,0,target23,NULL,The volunteer helped the planners of the event that,was planned last week,target,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,143,0,prime21,NULL,Maxwell approved the blueprint of the architects who were,building a hotel,target,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,144,0,target21,NULL,She graded the pupils of the school that,made grades,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,making good points.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,156,0,target27,NULL,The public condemned the action of the accomplices that,helped commit the crime.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,143,0,prime21,NULL,Maxwell approved the blueprint of the architects which was,due to start construction soon.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,144,0,target21,NULL,She graded the pupils of the school that,was going to summer break soon.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,131,0,prime15,NULL,The witness recognized the vehicle of the victims which was,heavily damaged in the crash.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,were caught cheating.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,hit by the tractor trailer.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,helped us all be free today.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,worth over a million dollars.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,142,0,target20,NULL,Lee watched the groundskeepers of the garden that,grew the rare and endangered flowers.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,145,0,prime22,NULL,Kurt set the schedule of the lawyers which was,detailed.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,146,0,target22,NULL,We questioned the caretakers of the building that,had collapsed.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,sure that Nancy had cancer.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,called them names earlier.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,117,0,prime8,NULL,The professor found the list of the students which was,part of the group project.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,was worth a thousand dollars.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,165,0,prime32,NULL,The shepherd understood the task of the ranchers who were,gathering up the sheep.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,were more experienced.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,ready to sell.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,won the awards.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,129,0,prime14,NULL,The prophet addressed the concern of the believers which was,hard to answer.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were celebrating their birthdays.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,185,0,prime42,NULL,The therapist analyzed the relationship of the spouses who were,fighting too much.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,186,0,target42,NULL,The servants maintained the palace of the noblemen that,kept order in the kingdom.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,139,0,prime19,NULL,We criticized the viewpoint of the journalists which was,very harsh.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,140,0,target19,NULL,They congratulated the winners of the tournament that,scored a perfect game.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,121,0,prime10,NULL,The ruling impacted the village of the farmers which was,suffering from famine.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,122,0,target10,NULL,Andrew spoke to the patrons of the supermarket that,were shopping for groceries.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,showing interest in upping their investments.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,160,0,target29,NULL,Xavier admired the skill of the bodyguards that,would give their life for their clients.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,119,0,prime9,NULL,Everyone read the report of the scientists which was,peer reviewed and interesting.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,120,0,target9,NULL,Chris served the attendees of the party that,were hungry for snacks.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,working hard on completing their work.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,was going for thousands of dollars.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,very busy.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,had a backed up toilet.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,153,0,prime26,NULL,Raquel recorded the seminar of the mentors who were,sexually harassing women.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,made the highest sales.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,137,0,prime18,NULL,Amara observed the rehearsal of the actors which was,done professionally.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,smelled like death.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,189,0,prime44,NULL,The shopper heard the tantrum of the children who were,fighting over the toy.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,190,0,target44,NULL,Austin praised the developers of the game that,finished it in under a year.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,without power.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,committed fraud.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,caught cheating.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,used unethical means to get business.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,higher than average.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,were squatting there illegally.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,107,0,prime3,NULL,We passed the property of the landowners which was,foreclosed on.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,108,0,target3,NULL,They increased the salary of the landscapers that,worked the hardest.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,found to be illegally obtained.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,128,0,target13,NULL,The tourist noticed the altar of the worshippers that,had been there for decades.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,125,0,prime12,NULL,Yvette organized the meeting of the agents which was,at the coffee shop down the street.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,took care of low income patients.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,157,0,prime28,NULL,The tour guide led the excursion of the sightseers who were,looking for adventure.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,didn't have much money,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,169,0,prime34,NULL,The agency marketed the image of the models who were,very thin and in shape.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,he liked the most.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,135,0,prime17,NULL,We bought the company of the entrepreneurs which was,for entertaining children.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,136,0,target17,NULL,Jose built the shelter of the refugees that,needed a home the most.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,in need of bigger working spaces.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,198,0,target48,NULL,Naomi liked the administrators of the department that,were kind to her.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,skilled in swordsmanship.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,188,0,target43,NULL,The technician consulted the programmers of the code that,run the server.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,over 200 pages long.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,didn't like his work.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,173,0,prime36,NULL,The villager welcomed the arrival of the travellers who were,happy to have tourists.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,discovered its secrets.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,183,0,prime41,NULL,The superstar boarded the yacht of the partygoers who were,being too rowdy.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,184,0,target41,NULL,The teenager enjoyed the reunion of the relatives that,she hadn't seen in a long time.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,191,0,prime45,NULL,Natalya designed the uniform of the cheerleaders who were,trying to be as sexy as possible.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,192,0,target45,NULL,The veteran accompanied the climbers of the mountain that,were new to the activity.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,lost under the table.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,106,0,target2,NULL,The staff cleaned the stage of the performers that,left it a mess the night before.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,175,0,prime37,NULL,The adjustor checked the insurance of the drivers who were,good drivers.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,had the most important clients.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,103,0,prime1,NULL,Fran corrected the manuscript of the authors which was,full of errors.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,104,0,target1,NULL,Terry inspected the lawn of the parents that,had weed problems.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,109,0,prime4,NULL,Leo viewed the painting of the kings which was,bright and colorful.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,contained the illegal drugs.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,151,0,prime25,NULL,The publisher approved the work of the editors who were,nervously waiting.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were caught doing drugs.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,hidden away.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,148,0,target23,NULL,The volunteer helped the planners of the event that,was set to start later that day.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,167,0,prime33,NULL,Sebastian took the recommendation of the agents who were,following him.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,168,0,target33,NULL,The activist joined the advocates of the cause that,helped save the whales.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,113,0,prime6,NULL,The reporter visited the district of the voters which was,very run down.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,114,0,target6,NULL,The spy described the hideout of the rebels that,had bombed the towers.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,set to expire.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,124,0,target11,NULL,The secretary contacted the signers of the petition that,were open to suggestions.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,181,0,prime40,NULL,Claudio commemorated the adventure of the backpackers who were,the first to discover the secret.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,182,0,target40,NULL,The teacher resolved the dispute of the classmates,who were fighting over pogs.,target,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,conjoined by the head.,target,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,helped crack the government's code.,target,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,full of drug addicts.,target,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,discovered fire.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,191,0,prime45,NULL,Natalya designed the uniform of the cheerleaders who were,in the gym,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,192,0,target45,NULL,The veteran accompanied the climbers of the mountain that,won the race.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,injured in the car crash.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,started the foundation,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,playing sports.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,won the competition.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,a private jet.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,142,0,target20,NULL,Lee watched the groundskeepers of the garden that,cut the grass.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,173,0,prime36,NULL,The villager welcomed the arrival of the travellers who were,on the boat.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,was found.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,139,0,prime19,NULL,We criticized the viewpoint of the journalists which was,mean.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,140,0,target19,NULL,They congratulated the winners of the tournament that,were on stage.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,stolen.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,128,0,target13,NULL,The tourist noticed the altar of the worshippers that,was holy.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,109,0,prime4,NULL,Leo viewed the painting of the kings which was,majestic.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,were in question.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,away.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,198,0,target48,NULL,Naomi liked the administrators of the department that,were always on time.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,103,0,prime1,NULL,Fran corrected the manuscript of the authors which was,In red ink.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,104,0,target1,NULL,Terry inspected the lawn of the parents that,needed work.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,131,0,prime15,NULL,The witness recognized the vehicle of the victims which was,red.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,was gold.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,137,0,prime18,NULL,Amara observed the rehearsal of the actors which was,on tape.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was flooded.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,top rated.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,was broken.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,153,0,prime26,NULL,Raquel recorded the seminar of the mentors who were,present.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,was available.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,165,0,prime32,NULL,The shepherd understood the task of the ranchers who were,working.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,were tall.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,169,0,prime34,NULL,The agency marketed the image of the models who were,attractive,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,were available.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,women.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,156,0,target27,NULL,The public condemned the action of the accomplices that,robbed the bank,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,183,0,prime41,NULL,The superstar boarded the yacht of the partygoers who were,drunk.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,184,0,target41,NULL,The teenager enjoyed the reunion of the relatives that,were home.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,117,0,prime8,NULL,The professor found the list of the students which was,top rated.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,won,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,amazing,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,killed the main character.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,ill.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,124,0,target11,NULL,The secretary contacted the signers of the petition that,were men,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,129,0,prime14,NULL,The prophet addressed the concern of the believers which was,honest.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were on the boat,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,women.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,160,0,target29,NULL,Xavier admired the skill of the bodyguards that,played tennis.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,lost.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,188,0,target43,NULL,The technician consulted the programmers of the code that,made the app.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,185,0,prime42,NULL,The therapist analyzed the relationship of the spouses who were,Estranged,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,186,0,target42,NULL,The servants maintained the palace of the noblemen that,were away,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,poor,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,fired him,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,143,0,prime21,NULL,Maxwell approved the blueprint of the architects which was,ready,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,144,0,target21,NULL,She graded the pupils of the school that,Performed.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,121,0,prime10,NULL,The ruling impacted the village of the farmers which was,hurt by the storm.,target,InAn-high,exp2
