time,subject,controller,item,element,item_type,group,prime,completion,code,condition,exp
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,was soccer,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,he enjoyed watching and playing,L,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,he played.,L,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,time,U,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was in Russia.,H,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,had bones,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,discovered fire.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was lost,H,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was from centuries ago,H,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,had gone undiscovered for thousands of years.,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was located in Africa.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was wrong,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,over 200 pages long.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,amazing,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,a year long trip.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,wrong,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,exploring ruins.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,from europe,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,studying artifacts,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,digging for dinosaur bones in the desert,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,screwed him over.,A,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,they sabatoged his stuff,U,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,committed fraud.,A,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,fired him,A,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,was going under,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,caused him financial hardship,A,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,tried to sue them.,A,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,gave gold,A,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,lost under the table.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,found,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,on the floor.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,wrong,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,fighting in the parlor.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,there earlier,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,eating,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,loud and obnoxious to the other guests,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,lived long ago.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,came out,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,won the awards.,A,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,were Russian,L,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,captured forests,L,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,was found in the box of photos.,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,he found in the house.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,were sad,L,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,weren't pulling their weight.,H,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,was corrupt,L,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,used unethical means to get business.,H,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,stole money.,H,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,complained to them,H,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,refused to comply with the company standards.,H,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,were not pulling their weight.,H,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,gold,U,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,gave him advice.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,was provided,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,had the most important clients.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,were in the competition.,L,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,was complex in nature,H,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,followed a strict diet.,A,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,he was given.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,were wrong,L,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers which was,a lot nicer now.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers which was,new,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers which was,in disrepear,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers which was,damaged by the fire.,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,in need of bigger working spaces.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,away.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,on the 4th floor.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors which was,significant.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors which was,making good money,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors which was,timeous,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors which was,a great thing for a change,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,showing interest in upping their investments.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,women.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,on the board of directors.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights which was,not good.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights which was,written for the actors,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights which was,incomplete,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights which was,fascinating and a sure hit,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,working hard on completing their work.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,Smiling,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,known for writing interesting plays.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives which was,controversial.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives which was,fair,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives which was,rather unique,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives which was,unanimous.,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,making good points.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,women.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,acting on their behalf.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,won the game.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,won the game,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,were caught cheating.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,was gold.,H,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,competed,L,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,worked hard all season to win,L,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,was in the display shelf.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,money,U,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,was very expensive.,L,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,went awkward,L,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,was going for thousands of dollars.,L,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,Was found,L,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,sold millions,A,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,was very valuable and sought after,L,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,they wanted to buy.,L,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,money bought,L,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,higher than average.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,2000,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,in a very loud voice.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,wrong,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants who were,winning.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants who were,the best champions,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants who were,tied,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants who were,laughing and having a good time,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners which was,incomplete.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners which was,online,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners which was,rather confusing,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners which was,available to anyone who wanted to view it.,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,ready to sell.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,happy,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,trying to sell their house.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,mad,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,created it.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,came yesterday,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,made the highest sales.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,was available.,H,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,were present,L,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,gave them more exposure on the global marketplace,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,were environmentally friendly.,L,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,was wrong,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,very busy.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,next-door.,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,newly opened.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,FALSE,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs who were,quarreling.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs who were,famous,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs who were,nervous,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs who were,preparing a feat for a large group of people,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were drunk.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were just passing by,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were caught doing drugs.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,Crashed.,A,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were showing off,L,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were getting married,L,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,had rolled over.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,was wrong,U,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,bombed.,L,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,was performed,L,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,didn't like his work.,H,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,killed the main character.,L,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,was complicated,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,judged his work to harshly,H,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,wrote bad reviews.,H,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,was wrong,L,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists which was,not good.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists which was,yesterday,A,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists which was,ultimately appropriate,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists which was,what we were concerned about.,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,sure that Nancy had cancer.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,top rated.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,advising the patient.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates which was,infested with rats.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates which was,in the hills,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates which was,stuffy,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates which was,very messy and smelly.,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,without power.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,poor,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,sitting around eating.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,wrong,L,InAn-low,exp2
